ds,yhat,yhat_lower,yhat_upper,subtopic,model,target
2023-07-16,0.10386777090151318,-0.5369468174738407,0.7961284754113053,AI Safety,Prophet,sentiment_mean
2023-07-23,-0.10788228278917153,-0.8310358240416866,0.6224350560896241,AI Safety,Prophet,sentiment_mean
2023-07-30,-0.21836021304312897,-0.9357777046622611,0.439519841159637,AI Safety,Prophet,sentiment_mean
2023-08-06,-0.07298919664586816,-0.7279967129467684,0.6487358670879891,AI Safety,Prophet,sentiment_mean
2023-08-13,0.2533464461933955,-0.4079051621993055,0.9566386022350104,AI Safety,Prophet,sentiment_mean
2023-08-20,0.49872247834581923,-0.17360543251327956,1.200235824672657,AI Safety,Prophet,sentiment_mean
2023-08-27,0.4671921851869278,-0.2279545178653789,1.1162258562418006,AI Safety,Prophet,sentiment_mean
2023-09-03,0.22342074771170653,-0.4554768586279605,0.8827565367059841,AI Safety,Prophet,sentiment_mean
2023-09-10,0.0127828968347502,-0.6510627459625564,0.7509493213007247,AI Safety,Prophet,sentiment_mean
2023-09-17,-0.0031732693802742316,-0.723350130714896,0.6690467499272826,AI Safety,Prophet,sentiment_mean
2023-09-24,0.10067952271357308,-0.5537673014680634,0.7960268004775842,AI Safety,Prophet,sentiment_mean
2023-10-01,0.13368668901527586,-0.5151008857484822,0.8121747375894585,AI Safety,Prophet,sentiment_mean
2023-10-08,0.026870405745317037,-0.6715793898910066,0.6672835503034569,AI Safety,Prophet,sentiment_mean
2023-10-15,-0.09532612316810692,-0.7355994393286482,0.544583521112831,AI Safety,Prophet,sentiment_mean
2023-10-22,-0.08310395964494091,-0.7708289075460167,0.5799257436067339,AI Safety,Prophet,sentiment_mean
2023-10-29,0.04455344060838844,-0.6117321019025849,0.7317181702517439,AI Safety,Prophet,sentiment_mean
2023-11-05,0.11775707588125708,-0.5925356675993694,0.7666068226139265,AI Safety,Prophet,sentiment_mean
2023-11-12,0.023475018642517415,-0.6379569307323144,0.6619142858863101,AI Safety,Prophet,sentiment_mean
2023-11-19,-0.14675577220300542,-0.8412201053415034,0.5388155846687899,AI Safety,Prophet,sentiment_mean
2023-11-26,-0.18605449300977725,-0.8524501164076502,0.4318492272139415,AI Safety,Prophet,sentiment_mean
2023-12-03,0.002861040516365241,-0.6890041680143949,0.6599716837172184,AI Safety,Prophet,sentiment_mean
2023-12-10,0.29974960826449737,-0.4108262260511022,0.9505006949373056,AI Safety,Prophet,sentiment_mean
2023-12-17,0.48659348762570986,-0.14461329186326433,1.168579929083623,AI Safety,Prophet,sentiment_mean
2023-12-24,0.4518078124169525,-0.1979302588533934,1.1400777265784479,AI Safety,Prophet,sentiment_mean
2023-12-31,0.26418743774958087,-0.4443209918045713,0.9412771263363859,AI Safety,Prophet,sentiment_mean
2024-01-07,0.07035710393509725,-0.5758636481372899,0.726694692093415,AI Safety,Prophet,sentiment_mean
